,word,pos,dependency_label,id,parent,EOS
32024,problems.,",",punct,11,3,0
32025,if,IN,mark,12,14,0
32026,not,RB,advmod,13,14,0
32027,up,RB,advcl,14,19,0
32028,soon,RB,advmod,15,14,0
32029,",",",",punct,16,19,0
32030,i,PRP,nsubj,17,19,0
32031,will,MD,aux,18,19,0
32032,send,VB,parataxis,19,3,0
32033,as,RB,advmod,20,21,0
32034,soon,RB,advmod,21,19,0
32035,as,IN,mark,22,25,0
32036,it,PRP,nsubj:pass,23,25,0
32037,is,VBZ,aux:pass,24,25,0
32038,restored,VBN,advcl,25,21,0
32039,or,CC,cc,26,45,0
32040,when,WRB,mark,27,30,0
32041,i,PRP,nsubj,28,30,0
32042,can,MD,aux,29,30,0
32043,get,VB,advcl,30,45,0
32044,somewhere,RB,advmod,31,30,0
32045,where,WRB,mark,32,35,0
32046,i,PRP,nsubj,33,35,0
32047,can,MD,aux,34,35,0
32048,gain,VB,advcl,35,30,0
32049,access.,",",obj,36,35,0
32050,maybe,RB,advmod,37,39,0
32051,from,IN,case,38,39,0
32052,hospital,NN,obl,39,35,0
32053,tomorrow,NN,obl:tmod,40,35,0
32054,or,CC,cc,41,43,0
32055,my,PRP$,nmod:poss,42,43,0
32056,sisters,NNS,conj,43,40,0
32057,house.,.,punct,44,45,0
32058,enjoy,VB,conj,45,25,0
32059,your,PRP$,nmod:poss,46,47,0
32060,time,NN,obj,47,45,0
32061,in,IN,case,48,49,0
32062,indy,NNP,obl,49,45,0
32063,.,.,punct,50,3,1
32064,ok.,NNP,root,0,-1,0
32065,but,CC,cc,1,2,0
32066,try,VB,conj,2,-10,0
32067,to,TO,mark,3,4,0
32068,get,VB,xcomp,4,2,0
32069,jody,NNP,obj,5,4,0
32070,to,TO,mark,6,7,0
32071,arrange,VB,xcomp,7,4,0
32072,a,DT,det,8,10,0
32073,presentation,NN,compound,9,10,0
32074,day,NN,obl:tmod,10,15,0
32075,and,CC,cc,11,12,0
32076,time.,NNS,conj,12,10,0
32077,susie,NNP,nsubj,13,15,0
32078,may,MD,aux,14,15,0
32079,need,VB,ccomp,15,7,0
32080,to,TO,mark,16,17,0
32081,help,VB,xcomp,17,15,0
32082,.,.,punct,18,-10,1
32083,yes.,NNP,nsubj,0,2,0
32084,mabel,NNP,flat,1,-10,0
32085,said,VBD,root,2,-1,0
32086,nothing,NN,nsubj,3,5,0
32087,will,MD,aux,4,5,0
32088,happen,VB,ccomp,5,2,0
32089,today,NN,obl:tmod,6,5,0
32090,because,IN,case,7,11,0
32091,of,IN,fixed,8,7,0
32092,computer,NN,compound,9,11,0
32093,science,NN,compound,10,11,0
32094,day,NN,obl,11,5,0
32095,going,VBG,acl,12,11,0
32096,on,RB,advmod,13,12,0
32097,.,.,punct,14,2,1
32098,inquiry,NN,root,0,-1,0
32099,on,IN,case,1,3,0
32100,maytag,NN,compound,2,3,0
32101,washer,NN,nmod,3,-10,0
32102,and,CC,cc,4,6,0
32103,dryer.,NN,compound,5,6,0
32104,age,NN,conj,6,3,0
32105,",",",",punct,7,9,0
32106,working,VBG,amod,8,9,0
32107,condition,NN,conj,9,3,0
32108,",",",",punct,10,11,0
32109,gas,NN,conj,11,3,0
32110,or,CC,cc,12,14,0
32111,electronic,JJ,amod,13,14,0
32112,dryer,NN,conj,14,3,0
32113,?,.,punct,15,-10,1
32114,9,CD,nummod,0,1,0
32115,yrs,NNS,compound,1,2,0
32116,works,NNS,advcl,2,5,0
32117,i,PRP,nsubj,3,5,0
32118,'ll,MD,aux,4,5,0
32119,send,VB,root,5,-1,0
32120,photos,NNS,obj,6,5,1
32121,gas,NNP,root,0,-1,1
32122,is,VBZ,cop,0,3,0
32123,the,DT,det,1,3,0
32124,dryer,NN,compound,2,3,0
32125,gas,NN,root,3,-1,0
32126,or,CC,cc,4,5,0
32127,electric,JJ,conj,5,3,0
32128,?,.,punct,6,3,1
32129,let,VB,root,0,-1,0
32130,me,PRP,obj,1,-10,0
32131,know,VB,xcomp,2,-10,0
32132,if,IN,mark,3,6,0
32133,your,PRP$,nmod:poss,4,5,0
32134,interested,JJ,nsubj,5,6,0
32135,becuz,VBD,advcl,6,8,0
32136,i,PRP,nsubj,7,8,0
32137,have,VBP,ccomp,8,2,0
32138,someone,NN,obj,9,8,0
32139,coming,VBG,acl,10,9,0
32140,tonight,NN,obl:tmod,11,10,0
32141,to,TO,mark,12,13,0
32142,look,VB,advcl,13,10,0
32143,at,IN,case,14,15,0
32144,them,PRP,obl,15,13,0
32145,.,.,punct,16,-10,1
32146,i,PRP,nsubj,0,1,0
32147,have,VBP,root,1,-1,0
32148,another,DT,det,2,3,0
32149,woman,NN,obj,3,1,0
32150,saying,VBG,acl,4,3,0
32151,she,PRP,nsubj,5,6,0
32152,has,VBZ,ccomp,6,4,0
32153,a,DT,det,7,8,0
32154,pair,NN,obj,8,6,0
32155,that,WDT,nsubj,9,13,0
32156,are,VBP,cop,10,13,0
32157,5,CD,nummod,11,12,0
32158,yrs,NNS,obl:npmod,12,13,0
32159,old,JJ,acl:relcl,13,8,0
32160,for,IN,case,14,15,0
32161,$,$,obl,15,13,0
32162,300,CD,nummod,16,15,0
32163,.,.,punct,17,3,0
32164,wanting,VBG,acl,18,3,0
32165,to,TO,mark,19,20,0
32166,look,VB,xcomp,20,18,0
32167,at,IN,case,21,22,0
32168,those,DT,obl,22,20,0
32169,too,RB,advmod,23,20,0
32170,.,.,punct,24,1,1
32171,ok,VB,root,0,-1,0
32172,no,DT,det,1,2,0
32173,problem,NN,obj,2,-10,1
32174,still,RB,advmod,0,3,0
32175,may,MD,aux,1,3,0
32176,be,VB,aux:pass,2,3,0
32177,interested.,",",root,3,-1,0
32178,but,CC,cc,4,5,0
32179,take,VB,conj,5,3,0
32180,first,RB,advmod,6,5,0
32181,offer.,.,punct,7,5,0
32182,i,PRP,nsubj,8,9,0
32183,understand,VBP,parataxis,9,5,0
32184,.,.,punct,10,3,1
32185,ok,UH,discourse,0,1,0
32186,thank,VBP,root,1,-1,0
32187,you,PRP,obj,2,1,1
32188,surgery,NN,nsubj,0,1,0
32189,pushed,VBD,root,1,-1,0
32190,back,RB,advmod,2,1,0
32191,again.,.,punct,3,4,0
32192,looks,NNPS,conj,4,1,0
32193,like,IN,case,5,7,0
32194,2:00,CD,nummod,6,7,0
32195,pm,NN,obl,7,4,0
32196,.,.,punct,8,1,1
32197,sorry,JJ,root,0,-1,0
32198,dude.,.,punct,1,2,0
32199,hows,VBZ,parataxis,2,-10,0
32200,it,PRP,nsubj,3,4,0
32201,going,VBG,acl:relcl,4,2,0
32202,?,.,punct,5,2,1
32203,k,NNP,root,0,-1,0
32204,.,.,punct,1,-10,1
32205,not,RB,advmod,0,1,0
32206,bad.,VB,root,1,-1,0
32207,just,RB,advmod,2,3,0
32208,talking,VBG,advcl,3,1,0
32209,with,IN,case,4,5,0
32210,people,NNS,obl,5,3,0
32211,.,.,punct,6,1,1
32212,knock,NN,compound,0,1,0
32213,em,NN,compound,1,3,0
32214,out,RP,compound,2,1,0
32215,dude,NN,root,3,-1,0
32216,.,.,punct,4,3,1
32217,feisty,NNP,root,0,-1,0
32218,!,.,punct,1,-10,1
32219,mom,NNP,nsubj,0,2,0
32220,is,VBZ,aux,1,2,0
32221,arguing,VBG,root,2,-1,0
32222,with,IN,mark,3,6,0
32223,the,DT,det,4,5,0
32224,nurse.,NN,punct,5,6,0
32225,telling,VBG,advcl,6,2,0
32226,them,PRP,obj,7,6,0
32227,not,RB,advmod,8,10,0
32228,to,TO,mark,9,10,0
32229,piss,VB,xcomp,10,6,0
32230,her,PRP,obj,11,10,0
32231,off,RP,compound:prt,12,10,0
32232,",",",",punct,13,18,0
32233,or,CC,cc,14,18,0
32234,she,PRP,nsubj,15,18,0
32235,will,MD,aux,16,18,0
32236,not,RB,advmod,17,18,0
32237,come,VB,conj,18,2,0
32238,back,RB,advmod,19,18,0
32239,for,IN,case,20,23,0
32240,the,DT,det,21,23,0
32241,other,JJ,amod,22,23,0
32242,eye,NN,obl,23,18,0
32243,.,.,punct,24,2,1
32244,yes.,NNP,discourse,0,3,0
32245,sometimes,RB,advmod,1,3,0
32246,too,RB,advmod,2,3,0
32247,feisty,VB,root,3,-1,0
32248,for,IN,case,4,7,0
32249,her,PRP$,nmod:poss,5,7,0
32250,own,JJ,amod,6,7,0
32251,good,NN,obl,7,3,0
32252,.,.,punct,8,3,1
32253,she,PRP,nsubj,0,1,0
32254,cracks,VBZ,root,1,-1,0
32255,me,PRP,obj,2,1,0
32256,up,RP,compound:prt,3,1,0
32257,!!!,.,punct,4,1,1
32258,how,WRB,root,0,-1,0
32259,is,VBZ,cop,1,-10,0
32260,the,DT,det,2,4,0
32261,soccer,NN,compound,3,4,0
32262,game,NN,nsubj,4,5,0
32263,going,VBG,advcl,5,-10,0
32264,?,.,punct,6,-10,1
32265,what,WP,root,0,-1,0
32266,?,.,punct,1,-10,1
32267,mom,NNP,nsubj,0,1,0
32268,says,VBZ,root,1,-1,0
32269,tv,NNP,nsubj,2,5,0
32270,is,VBZ,cop,3,5,0
32271,really,RB,advmod,4,5,0
32272,bright,JJ,ccomp,5,1,0
32273,.,.,punct,6,1,1
32274,how,WRB,root,0,-1,0
32275,'s,VBZ,cop,1,-10,0
32276,her,PRP$,nmod:poss,2,3,0
32277,vision,NN,nsubj,3,-10,0
32278,?,.,punct,4,-10,1
32279,saturday,NNP,compound,0,1,0
32280,games,NNS,nsubj,1,2,0
32281,starts,VBZ,root,2,-1,0
32282,at,IN,case,3,6,0
32283,9:30,CD,nummod,4,5,0
32284,am.,NNS,compound,5,6,0
32285,pictures,NNPS,obl,6,2,0
32286,at,IN,case,7,9,0
32287,mccormick,NN,compound,8,9,0
32288,center,NN,obl,9,2,0
32289,8:45,CD,nummod,10,11,0
32290,am,NN,nmod:tmod,11,9,0
32291,.,.,punct,12,2,1
32292,realized,VBD,root,0,-1,0
32293,that,IN,xcomp,1,-10,0
32294,after,IN,mark,2,4,0
32295,i,PRP,nsubj,3,4,0
32296,sent,VBD,advcl,4,1,0
32297,it,PRP,obj,5,4,1
32298,cool,JJ,advmod,0,5,0
32299,",",",",punct,1,5,0
32300,how,WRB,advmod,2,5,0
32301,does,VBZ,aux,3,5,0
32302,she,PRP,nsubj,4,5,0
32303,feel,VB,root,5,-1,0
32304,?,.,punct,6,5,1
32305,blurry,NNP,vocative,0,3,0
32306,.,",",punct,1,3,0
32307,she,PRP,nsubj,2,3,0
32308,has,VBZ,root,3,-1,0
32309,normal,JJ,amod,4,5,0
32310,eye,NN,obj,5,3,0
32311,swelling.,",",punct,6,3,0
32312,but,CC,cc,7,11,0
32313,colors,NNS,nsubj,8,11,0
32314,are,VBP,cop,9,11,0
32315,really,RB,advmod,10,11,0
32316,bright,JJ,conj,11,3,0
32317,and,CC,cc,12,13,0
32318,intense,JJ,conj,13,11,0
32319,.,.,punct,14,3,1
32320,eye,NN,nsubj,0,3,0
32321,is,VBZ,cop,1,3,0
32322,still,RB,advmod,2,3,0
32323,itchy,JJ,root,3,-1,0
32324,.,.,punct,4,3,1
32325,are,VBP,aux,0,2,0
32326,we,PRP,nsubj,1,2,0
32327,going,VBG,root,2,-1,0
32328,to,TO,mark,3,4,0
32329,wrigleyville,VB,xcomp,4,2,0
32330,?,.,punct,5,2,0
32331,i,PRP,nsubj,6,8,0
32332,am,VBP,aux,7,8,0
32333,punching,VBG,parataxis,8,2,0
32334,out,RP,compound:prt,9,8,0
32335,now,RB,advmod,10,8,0
32336,.,.,punct,11,2,1
32337,if,IN,mark,0,5,0
32338,you,PRP,nsubj,1,5,0
32339,are,VBP,cop,2,5,0
32340,up,IN,advmod,3,5,0
32341,to,IN,case,4,5,0
32342,it.,NN,advcl,5,12,0
32343,if,IN,mark,6,8,0
32344,you,PRP,nsubj,7,8,0
32345,need,VBP,advcl,8,5,0
32346,sleep,NN,obj,9,8,0
32347,",",",",punct,10,12,0
32348,i,PRP,nsubj,11,12,0
32349,understand.,VBP,root,12,-1,0
32350,mom,NNP,nsubj,13,15,0
32351,is,VBZ,aux,14,15,0
32352,napping,VBG,ccomp,15,12,0
32353,now.,",",punct,16,15,0
32354,she,PRP,nsubj,17,20,0
32355,is,VBZ,cop,18,20,0
32356,so,RB,advmod,19,20,0
32357,funny,JJ,parataxis,20,15,0
32358,.,.,punct,21,12,1
32359,how,WRB,root,0,-1,0
32360,anout,IN,advmod,1,2,0
32361,1,CD,obl,2,-10,0
32362,?,.,punct,3,-10,1
32363,that,DT,nsubj,0,2,0
32364,is,VBZ,cop,1,2,0
32365,fine,JJ,root,2,-1,0
32366,with,IN,case,3,4,0
32367,me.,.,obl,4,2,0
32368,gives,VBZ,parataxis,5,2,0
32369,you,PRP,nsubj,6,7,0
32370,time,NN,ccomp,7,5,0
32371,to,TO,mark,8,9,0
32372,relax,VB,acl,9,7,0
32373,a,DT,det,10,11,0
32374,bit.,NN,obj,11,9,0
32375,if,IN,mark,12,14,0
32376,you,PRP,nsubj,13,14,0
32377,want,VBP,advcl,14,9,0
32378,it,PRP,nsubj,15,21,0
32379,can,MD,aux,16,21,0
32380,even,RB,advmod,17,21,0
32381,be,VB,cop,18,21,0
32382,a,DT,det,19,20,0
32383,later,RBR,advmod,20,21,0
32384,on,RB,ccomp,21,14,0
32385,as,RB,advmod,22,21,0
32386,well,RB,fixed,23,22,0
32387,.,.,punct,24,2,1
32388,pictures,NNS,root,0,-1,0
32389,at,IN,case,1,3,0
32390,mccormick,NN,compound,2,3,0
32391,center,NN,nmod,3,-10,0
32392,at,IN,case,4,5,0
32393,:45,CD,nmod,5,-10,0
32394,tomorrow,NN,nmod:tmod,6,5,0
32395,.,.,punct,7,-10,1
32396,(,-LRB-,punct,0,1,0
32397,3/3,LS,root,1,-1,0
32398,),-RRB-,punct,2,1,0
32399,thinking,VBG,parataxis,3,1,0
32400,about,IN,case,4,6,0
32401,grilling,NN,compound,5,6,0
32402,dinner,NN,obl,6,3,0
32403,.,.,punct,7,1,1
32404,(,-LRB-,punct,0,1,0
32405,2/3,LS,nummod,1,10,0
32406,),-RRB-,punct,2,1,0
32407,with,IN,case,3,4,0
32408,you,PRP,obl,4,10,0
32409,",",",",punct,5,10,0
32410,you,PRP,nsubj,6,10,0
32411,are,VBP,cop,7,10,0
32412,more,JJR,advmod,8,10,0
32413,than,IN,fixed,9,8,0
32414,welcome,JJ,root,10,-1,0
32415,to.,",",punct,11,10,0
32416,we,PRP,nsubj,12,15,0
32417,will,MD,aux,13,15,0
32418,be,VB,cop,14,15,0
32419,back,RB,parataxis,15,10,0
32420,out,IN,advmod,16,15,0
32421,tomorrow,NN,obl:tmod,17,15,0
32422,after,IN,mark,18,22,0
32423,we,PRP,nsubj,19,22,0
32424,have,VBP,cop,20,22,0
32425,the,DT,det,21,22,0
32426,honda,NNP,advcl,22,15,0
32427,looked,VBD,xcomp,23,22,0
32428,at,IN,obl,24,23,0
32429,because,IN,mark,25,27,0
32430,i,PRP,nsubj,26,27,0
32431,have,VBP,advcl,27,22,0
32432,a,DT,det,28,29,0
32433,party,NN,obj,29,27,0
32434,at,IN,case,30,31,0
32435,3,CD,obl,31,27,0
32436,in,IN,case,32,33,0
32437,naperville.,.,nmod,33,31,0
32438,we,PRP,nsubj,34,35,0
32439,were,VBD,parataxis,35,15,1
32440,(,-LRB-,punct,0,3,0
32441,1/3,LS,nummod,1,3,0
32442,),-RRB-,punct,2,3,0
32443,adam,NN,root,3,-1,0
32444,and,CC,cc,4,7,0
32445,i,PRP,nsubj,5,7,0
32446,were,VBD,aux,6,7,0
32447,discussing,VBG,conj,7,3,0
32448,and,CC,cc,8,9,0
32449,came,VBD,conj,9,7,0
32450,up,RP,compound:prt,10,9,0
32451,with,IN,case,11,12,0
32452,this,DT,obl,12,9,0
32453,:,:,punct,13,3,0
32454,he,PRP,nsubj,14,16,0
32455,is,VBZ,aux,15,16,0
32456,going,VBG,parataxis,16,3,0
32457,to,TO,mark,17,18,0
32458,take,VB,xcomp,18,16,0
32459,the,DT,det,19,20,0
32460,kids,NNS,obj,20,18,0
32461,to,IN,case,21,24,0
32462,the,DT,det,22,24,0
32463,jump,NN,compound,23,24,0
32464,thing,NN,obl,24,18,0
32465,tonight.,",",punct,25,16,0
32466,if,IN,mark,26,29,0
32467,you,PRP,nsubj,27,29,0
32468,would,MD,aux,28,29,0
32469,like,VB,advcl,29,16,0
32470,to,TO,mark,30,31,0
32471,attend,VB,xcomp,31,29,0
32472,and,CC,cc,32,33,0
32473,invite,VB,conj,33,31,0
32474,mindy,NN,obj,34,33,0
32475,home,NN,advmod,35,31,1
32476,what,WP,root,0,-1,0
32477,?,.,punct,1,-10,1
32478,i,PRP,nsubj,0,1,0
32479,think,VBP,root,1,-1,0
32480,530,CD,obj,2,1,0
32481,-,SYM,case,3,4,0
32482,8,CD,nmod,4,2,1
32483,what,WDT,det,0,1,0
32484,time,NN,root,1,-1,0
32485,is,VBZ,cop,2,1,0
32486,the,DT,det,3,5,0
32487,jump,NN,compound,4,5,0
32488,thing,NN,nsubj,5,1,0
32489,tonight,NN,obl:tmod,6,1,0
32490,?,.,punct,7,1,1
32491,ok.,NNP,discourse,0,3,0
32492,i,PRP,nsubj,1,3,0
32493,will,MD,aux,2,3,0
32494,talk,VB,root,3,-1,0
32495,it,PRP,obj,4,3,0
32496,over,RP,compound:prt,5,3,0
32497,with,IN,case,6,7,0
32498,grandma,NN,obl,7,3,0
32499,.,.,punct,8,3,1
32500,coach,NNP,nsubj,0,1,0
32501,said,VBD,root,1,-1,0
32502,530-830,CD,obj,2,1,0
32503,.,.,punct,3,1,1
32504,we,PRP,nsubj,0,1,0
32505,left,VBD,root,1,-1,0
32506,the,DT,det,2,3,0
32507,plants.,NN,obj,3,1,0
32508,can,MD,aux,4,6,0
32509,you,PRP,nsubj,5,6,0
32510,put,VB,advcl,6,1,0
32511,them,PRP,obj,7,6,0
32512,in,IN,case,8,10,0
32513,the,DT,det,9,10,0
32514,garage,NN,obl,10,6,0
32515,or,CC,cc,11,16,0
32516,at,RB,cc,12,16,0
32517,least,RBS,fixed,13,12,0
32518,under,IN,fixed,14,12,0
32519,the,DT,det,15,16,0
32520,bench,NN,conj,16,6,0
32521,in,IN,case,17,20,0
32522,case,NN,advmod,18,20,0
32523,it,PRP,nsubj,19,20,0
32524,frosts,VBZ,nmod,20,16,0
32525,?,.,punct,21,1,1
32526,yes,UH,discourse,0,3,0
32527,i,PRP,nsubj,1,3,0
32528,will,MD,aux,2,3,0
32529,put,VB,root,3,-1,0
32530,them,PRP,obj,4,3,0
32531,in,IN,case,5,7,0
32532,the,DT,det,6,7,0
32533,garage,NN,obl,7,3,0
32534,.,.,punct,8,3,1
32535,thanks,NN,root,0,-1,0
32536,!,.,punct,1,-10,1
32537,actually,RB,advmod,0,3,0
32538,in,IN,case,1,3,0
32539,the,DT,det,2,3,0
32540,kitchen,NN,root,3,-1,0
32541,.,.,punct,4,3,1
32542,we,PRP,nsubj,0,2,0
32543,have,VBP,aux,1,2,0
32544,arrived,VBN,root,2,-1,0
32545,at,IN,obl,3,2,0
32546,jump.,.,punct,4,2,0
32547,samantha,NNP,nsubj,5,6,0
32548,wanted,VBD,parataxis,6,2,0
32549,me,PRP,obj,7,6,0
32550,to,TO,mark,8,9,0
32551,let,VB,xcomp,9,6,0
32552,you,PRP,obj,10,9,0
32553,know,VB,xcomp,11,9,1
32554,leaving,VBG,root,0,-1,0
32555,now,RB,advmod,1,-10,1
32556,ok.,NNP,root,0,-1,0
32557,still,RB,advmod,1,2,0
32558,jumping,VBG,parataxis,2,-10,0
32559,with,IN,case,3,4,0
32560,reckless,NN,obl,4,2,0
32561,abandon,RB,advmod,5,4,1
32562,i,PRP,nsubj,0,2,0
32563,'m,VBP,cop,1,2,0
32564,here,RB,root,2,-1,0
32565,.,.,punct,3,2,1
32566,we,PRP,nsubj,0,5,0
32567,are,VBP,cop,1,5,0
32568,in,IN,case,2,5,0
32569,the,DT,det,3,5,0
32570,red,JJ,amod,4,5,0
32571,room,NN,root,5,-1,1
32572,thanks,NN,root,0,-1,0
32573,!!!,.,punct,1,-10,1
32574,the,DT,det,0,1,0
32575,kids,NNS,nsubj,1,3,0
32576,were,VBD,cop,2,3,0
32577,awake,JJ,root,3,-1,0
32578,until,IN,case,4,6,0
32579,12:30,CD,nummod,5,6,0
32580,am,NN,obl,6,3,0
32581,.,.,punct,7,3,1
32582,mom,NNP,nsubj,0,1,0
32583,says,VBZ,root,1,-1,0
32584,it,PRP,nsubj,2,3,0
32585,looks,VBZ,ccomp,3,1,0
32586,good.,.,punct,4,3,0
32587,like,IN,case,5,7,0
32588,the,DT,det,6,7,0
32589,color,NN,obl,7,3,0
32590,of,IN,case,8,10,0
32591,the,DT,det,9,10,0
32592,wall,NN,nmod,10,7,0
32593,.,.,punct,11,1,1
32594,thank,VBP,root,0,-1,0
32595,you,PRP,obj,1,-10,0
32596,for,IN,mark,2,3,0
32597,showing,VBG,advcl,3,-10,0
32598,her.,.,punct,4,-10,0
32599,tell,VB,parataxis,5,-10,0
32600,her,PRP$,obj,6,5,0
32601,thanks,NN,punct,7,-10,0
32602,!!,.,punct,8,-10,1
32603,no,DT,det,0,1,0
32604,problem.,NNS,root,1,-1,0
32605,any,DT,det,2,3,0
32606,time,NN,nmod:tmod,3,1,0
32607,.,.,punct,4,1,1
32608,hello,UH,discourse,0,3,0
32609,did,VBD,aux,1,3,0
32610,u,PRP,nsubj,2,3,0
32611,get,VB,root,3,-1,0
32612,it,PRP,obj,4,3,0
32613,?,.,punct,5,3,1
32614,hello,UH,discourse,0,1,0
32615,cindy,VB,root,1,-1,0
32616,",",",",punct,2,1,0
32617,i,PRP,nsubj,3,5,0
32618,'m,VBP,aux,4,5,0
32619,meeting,VBG,parataxis,5,1,0
32620,with,IN,case,6,8,0
32621,my,PRP$,nmod:poss,7,8,0
32622,group,NN,obl,8,5,0
32623,will,MD,aux,9,11,0
32624,be,VB,cop,10,11,0
32625,there,RB,advcl,11,5,0
32626,in,IN,case,12,14,0
32627,20,CD,nummod,13,14,0
32628,mins,NNS,obl,14,11,0
32629,.,.,punct,15,1,1
32630,i,PRP,nsubj,0,5,0
32631,will,MD,aux,1,5,0
32632,be,VB,cop,2,5,0
32633,in,IN,case,3,5,0
32634,a,DT,det,4,5,0
32635,meeting,NN,root,5,-1,0
32636,until,IN,case,6,10,0
32637,4,CD,nummod,7,10,0
32638,in,IN,case,8,9,0
32639,case,NN,nmod,9,7,0
32640,anyone,NN,obl,10,5,0
32641,is,VBZ,aux,11,12,0
32642,looking,VBG,acl:relcl,12,10,0
32643,for,IN,case,13,14,0
32644,me,PRP,obl,14,12,1
32645,hey,UH,discourse,0,1,0
32646,cindy,VB,root,1,-1,0
32647,i,PRP,nsubj,2,4,0
32648,'m,VBP,cop,3,4,0
32649,here,RB,parataxis,4,1,0
32650,in,IN,case,5,6,0
32651,town,NN,obl,6,4,0
32652,.,.,punct,7,1,0
32653,i,PRP,nsubj,8,10,0
32654,'m,VBP,cop,9,10,0
32655,here,RB,parataxis,10,1,0
32656,in,IN,case,11,12,0
32657,wrigleyville,NN,obl,12,10,0
32658,for,IN,case,13,15,0
32659,the,DT,det,14,15,0
32660,nite,NN,nmod,15,12,1
32661,i,PRP,nsubj,0,1,0
32662,saw,VBD,root,1,-1,0
32663,your,PRP$,nmod:poss,2,3,0
32664,changes,NNS,obj,3,1,0
32665,to,IN,case,4,6,0
32666,the,DT,det,5,6,0
32667,power,NN,nmod,6,3,0
32668,point.,.,punct,7,1,0
32669,just,RB,advmod,8,9,0
32670,finished,VBD,parataxis,9,1,0
32671,my,PRP$,nmod:poss,10,11,0
32672,work,NN,obj,11,9,0
32673,on,IN,case,12,14,0
32674,the,DT,det,13,14,0
32675,paper,NN,obl,14,9,0
32676,.,.,punct,15,1,1
32677,what,WDT,det,0,1,0
32678,time,NN,obj,1,4,0
32679,do,VBP,aux,2,4,0
32680,u,PRP,nsubj,3,4,0
32681,think,VB,root,4,-1,0
32682,u,PRP,nsubj,5,7,0
32683,will,MD,aux,6,7,0
32684,get,VB,ccomp,7,4,0
32685,into,IN,case,8,10,0
32686,ur,PRP$,nmod:poss,9,10,0
32687,office,NN,obl,10,7,0
32688,at,IN,case,11,12,0
32689,?,.,nmod,12,10,0
32690,should,MD,aux,13,15,0
32691,i,PRP,nsubj,14,15,0
32692,slide,VB,parataxis,15,7,0
32693,my,PRP$,nmod:poss,16,18,0
32694,time,NN,compound,17,18,0
32695,sheet,NN,obj,18,15,0
32696,under,IN,case,19,21,0
32697,ur,RP,nmod:poss,20,21,0
32698,door,NN,nmod,21,18,1
32699,i,PRP,nsubj,0,4,0
32700,am,VBP,cop,1,4,0
32701,in,IN,case,2,4,0
32702,a,DT,det,3,4,0
32703,training,NN,root,4,-1,0
32704,until,IN,case,5,8,0
32705,11:30,CD,nummod,6,8,0
32706,.,",",punct,7,8,0
32707,slide,NNP,obl,8,4,0
32708,under,IN,case,9,10,0
32709,door,NN,nmod,10,8,0
32710,if,IN,mark,11,13,0
32711,you,PRP,nsubj,12,13,0
32712,want,VBP,advcl,13,4,0
32713,or,CC,cc,14,15,0
32714,leave,VBP,conj,15,13,0
32715,in,IN,case,16,18,0
32716,my,PRP$,nmod:poss,17,18,0
32717,mailbox,NN,obl,18,15,0
32718,.,.,punct,19,4,1
32719,i,PRP,nsubj,0,1,0
32720,think,VBP,root,1,-1,0
32721,i,PRP,nsubj,2,3,0
32722,need,VBP,ccomp,3,1,0
32723,to,TO,mark,4,5,0
32724,purchase,VB,xcomp,5,3,0
32725,one,CD,obj,6,5,0
32726,of,IN,case,7,9,0
32727,those,DT,det,8,9,0
32728,vibrators,NNS,nmod,9,6,0
32729,for,IN,case,10,18,0
32730,my,PRP$,nmod:poss,11,18,0
32731,headaches.,NN,punct,12,18,0
32732,what,WDT,det,13,15,0
32733,price,NN,compound,14,15,0
32734,ranges,NNS,obl,15,18,0
32735,are,VBP,aux,16,18,0
32736,we,PRP,nsubj,17,18,0
32737,looking,VBG,nmod,18,6,0
32738,at,IN,case,19,18,0
32739,?,.,punct,20,1,1
32740,i,PRP,nsubj,0,1,0
32741,saw,VBD,root,1,-1,0
32742,ken,NNP,obj,2,1,0
32743,like,IN,case,3,6,0
32744,the,DT,det,4,6,0
32745,playboy,NN,compound,5,6,0
32746,bunny,NN,nmod,6,2,0
32747,:),NFP,discourse,7,1,1
32748,how,WRB,advmod,0,4,0
32749,did,VBD,aux,1,4,0
32750,the,DT,det,2,3,0
32751,bullet,NN,nsubj,3,4,0
32752,work,VB,root,4,-1,0
32753,for,IN,case,5,6,0
32754,you,PRP,obl,6,4,0
32755,?,.,punct,7,4,1
32756,not,RB,root,0,-1,0
32757,.,.,punct,1,-10,1
32758,that,DT,nsubj,0,1,0
32759,sucks,VBZ,root,1,-1,0
32760,!,.,punct,2,1,0
32761,:(,NFP,discourse,3,1,1
32762,my,PRP$,nmod:poss,0,1,0
32763,head,NN,nsubj,1,3,0
32764,is,VBZ,aux,2,3,0
32765,killing,VBG,root,3,-1,0
32766,me,PRP,obj,4,3,0
32767,.,.,punct,5,3,1
32768,sorry,JJ,root,0,-1,0
32769,to,TO,mark,1,2,0
32770,hear,VB,advcl,2,-10,0
32771,.,.,punct,3,-10,1
32772,gas,NN,compound,0,3,0
32773,@,IN,case,1,2,0
32774,family,NN,nmod,2,-10,0
32775,express,NN,root,3,-1,0
32776,in,IN,case,4,5,0
32777,chicago,NNP,nmod,5,3,0
32778,",",",",punct,6,3,0
32779,$,$,appos,7,3,0
32780,3.59,CD,nummod,8,7,0
32781,a,DT,det,9,10,0
32782,gal,NN,nmod:npmod,10,7,0
32783,.,.,punct,11,3,1
